userID,userName,mediaID,mediaDate,mediaLocationLat,mediaLocationLong,mediaCommentFrom_id,mediaCommentFrom_userName,mediaComment_time,text_length,comment_text
13528260,iamgalla,1205203767406032253_13528260,2016/3/13,40.758984,-73.97925,1278767414,arantxavidaal,2016/3/14,23,
13528260,iamgalla,1205203767406032253_13528260,2016/3/13,40.758984,-73.97925,561904528,elsateixeiraa,2016/3/14,26,
13528260,iamgalla,1203712660105000930_13528260,2016/3/11,40.758984,-73.97925,241354899,edwardcapriles,2016/3/14,71,
13528260,iamgalla,1203712660105000930_13528260,2016/3/11,40.758984,-73.97925,222834508,angie_str,2016/3/14,20,
13528260,iamgalla,1203712660105000930_13528260,2016/3/11,40.758984,-73.97925,8076479,kalinares,2016/3/14,48,
13528260,iamgalla,1203712660105000930_13528260,2016/3/11,40.758984,-73.97925,625051372,gustyaditya,2016/3/14,7,
13528260,iamgalla,1203111422590121300_13528260,2016/3/10,33.944237,-118.3976,1248166449,shervin.n.monfared,2016/3/12,29,
13528260,iamgalla,1203111422590121300_13528260,2016/3/10,33.944237,-118.3976,1368666048,shirin.n.monfared,2016/3/12,22,
13528260,iamgalla,1203111422590121300_13528260,2016/3/10,33.944237,-118.3976,206768371,annalonnemann,2016/3/13,18,
13528260,iamgalla,1203111422590121300_13528260,2016/3/10,33.944237,-118.3976,228353856,joaomatheus1,2016/3/13,26,
13528260,iamgalla,1202961886047564927_13528260,2016/3/10,36.227787,-121.76425,30237295,lorra_93,2016/3/14,24,
13528260,iamgalla,1202961886047564927_13528260,2016/3/10,36.227787,-121.76425,35272636,alexhundreds,2016/3/14,29,
13528260,iamgalla,1202961886047564927_13528260,2016/3/10,36.227787,-121.76425,30237295,lorra_93,2016/3/14,26,
13528260,iamgalla,1202961886047564927_13528260,2016/3/10,36.227787,-121.76425,2074537342,misschelseymarie,2016/3/14,9,
13528260,iamgalla,1202317222227408659_13528260,2016/3/9,35.72677,-121.31438,227595452,mariaapariciom,2016/3/13,12,
13528260,iamgalla,1202317222227408659_13528260,2016/3/9,35.72677,-121.31438,1501117152,nour.hap,2016/3/14,9,
13528260,iamgalla,1202317222227408659_13528260,2016/3/9,35.72677,-121.31438,487422718,simonamarciante,2016/3/14,17,
13528260,iamgalla,1202317222227408659_13528260,2016/3/9,35.72677,-121.31438,572800443,_steysi__,2016/3/14,23,
13528260,iamgalla,1201668885849502991_13528260,2016/3/8,34.10048,-118.3702,617985210,oornella,2016/3/14,46,
13528260,iamgalla,1201668885849502991_13528260,2016/3/8,34.10048,-118.3702,25185138,quentduj,2016/3/14,62,
13528260,iamgalla,1201668885849502991_13528260,2016/3/8,34.10048,-118.3702,617985210,oornella,2016/3/14,12,
13528260,iamgalla,1201668885849502991_13528260,2016/3/8,34.10048,-118.3702,1278767414,arantxavidaal,2016/3/14,18,
